Importance,Level,Job Zone,Code,Occupation,Skill
41,30,2,51-3091.00,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",Service_Orientation
41,30,2,47-3016.00,Helpers--Roofers,Service_Orientation
41,30,3,49-3051.00,Motorboat Mechanics and Service Technicians,Service_Orientation
41,30,2,43-5052.00,Postal Service Mail Carriers,Service_Orientation
41,29,2,53-4013.00,"Rail Yard Engineers, Dinkey Operators, and Hostlers",Service_Orientation
41,27,2,43-9051.00,"Mail Clerks and Mail Machine Operators, Except Postal Service",Service_Orientation
38,41,4,15-2099.01,Bioinformatics Technicians,Service_Orientation
38,41,4,15-1231.00,Computer Network Support Specialists,Service_Orientation
38,39,4,13-2031.00,Budget Analysts,Service_Orientation
38,39,4,15-1253.00,Software Quality Assurance Analysts and Testers,Service_Orientation
38,37,5,19-1021.00,Biochemists and Biophysicists,Service_Orientation
38,37,4,27-4032.00,Film and Video Editors,Service_Orientation
38,37,4,17-2199.07,Photonics Engineers,Service_Orientation
38,37,4,19-4099.03,Remote Sensing Technicians,Service_Orientation
38,36,3,47-4021.00,Elevator and Escalator Installers and Repairers,Service_Orientation
38,36,3,27-1013.00,"Fine Artists, Including Painters, Sculptors, and Illustrators",Service_Orientation
38,36,4,19-4043.00,"Geological Technicians, Except Hydrologic Technicians",Service_Orientation
38,36,2,39-3021.00,Motion Picture Projectionists,Service_Orientation
38,34,4,19-2031.00,Chemists,Service_Orientation
38,34,3,49-9012.00,"Control and Valve Installers and Repairers, Except Mechanical Door",Service_Orientation
38,34,3,49-2021.00,"Radio, Cellular, and Tower Equipment Installers and Repairers",Service_Orientation
38,32,2,51-3011.00,Bakers,Service_Orientation
38,32,2,51-9011.00,Chemical Equipment Operators and Tenders,Service_Orientation
38,32,2,47-5022.00,"Excavating and Loading Machine and Dragline Operators, Surface Mining",Service_Orientation
38,32,3,49-3041.00,Farm Equipment Mechanics and Service Technicians,Service_Orientation
38,32,1,47-2043.00,Floor Sanders and Finishers,Service_Orientation
38,32,2,47-2121.00,Glaziers,Service_Orientation
38,32,1,47-3014.00,"Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons",Service_Orientation
38,32,3,37-2011.00,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",Service_Orientation
38,32,4,17-3026.01,Nanotechnology Engineering Technologists and Technicians,Service_Orientation
38,32,2,37-3012.00,"Pesticide Handlers, Sprayers, and Applicators, Vegetation",Service_Orientation
38,32,2,53-4022.00,"Railroad Brake, Signal, and Switch Operators and Locomotive Firers",Service_Orientation
38,32,2,53-7062.04,Recycling and Reclamation Workers,Service_Orientation
38,30,3,17-3027.01,Automotive Engineering Technicians,Service_Orientation
38,30,2,51-8091.00,Chemical Plant and System Operators,Service_Orientation
38,30,1,37-3011.00,Landscaping and Groundskeeping Workers,Service_Orientation
38,30,4,27-3043.05,"Poets, Lyricists and Creative Writers",Service_Orientation
38,30,2,47-2231.00,Solar Photovoltaic Installers,Service_Orientation
38,30,2,51-8031.00,Water and Wastewater Treatment Plant and System Operators,Service_Orientation
38,29,2,47-2011.00,Boilermakers,Service_Orientation
38,29,2,53-3032.00,Heavy and Tractor-Trailer Truck Drivers,Service_Orientation
38,27,2,43-5053.00,"Postal Service Mail Sorters, Processors, and Processing Machine Operators",Service_Orientation
35,37,2,51-8013.00,Power Plant Operators,Service_Orientation
35,36,2,49-3053.00,Outdoor Power Equipment and Other Small Engine Mechanics,Service_Orientation
35,36,3,17-3029.08,Photonics Technicians,Service_Orientation
35,36,4,19-4061.00,Social Science Research Assistants,Service_Orientation
35,34,2,51-2011.00,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers",Service_Orientation
35,34,2,47-2042.00,"Floor Layers, Except Carpet, Wood, and Hard Tiles",Service_Orientation
35,34,2,45-4011.00,Forest and Conservation Workers,Service_Orientation
35,34,1,51-6011.00,Laundry and Dry-Cleaning Workers,Service_Orientation
35,34,3,17-3013.00,Mechanical Drafters,Service_Orientation
35,32,3,27-4012.00,Broadcast Technicians,Service_Orientation
35,32,3,49-9061.00,Camera and Photographic Equipment Repairers,Service_Orientation
35,32,2,51-9081.00,Dental Laboratory Technicians,Service_Orientation
35,32,2,47-5023.00,"Earth Drillers, Except Oil and Gas",Service_Orientation
35,32,1,45-2092.00,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",Service_Orientation
35,32,2,47-4051.00,Highway Maintenance Workers,Service_Orientation
35,32,5,19-3093.00,Historians,Service_Orientation
35,32,3,49-9071.00,"Maintenance and Repair Workers, General",Service_Orientation
35,32,3,51-7031.00,"Model Makers, Wood",Service_Orientation
35,32,2,49-9096.00,Riggers,Service_Orientation
35,32,4,17-2199.08,Robotics Engineers,Service_Orientation
35,32,2,47-2181.00,Roofers,Service_Orientation
35,32,2,47-5012.00,"Rotary Drill Operators, Oil and Gas",Service_Orientation
35,30,2,45-2021.00,Animal Breeders,Service_Orientation
35,30,2,47-5041.00,Continuous Mining Machine Operators,Service_Orientation
35,30,2,35-2014.00,"Cooks, Restaurant",Service_Orientation
35,30,2,51-9193.00,Cooling and Freezing Equipment Operators and Tenders,Service_Orientation
35,30,2,51-2051.00,Fiberglass Laminators and Fabricators,Service_Orientation
35,30,2,47-2131.00,"Insulation Workers, Floor, Ceiling, and Wall",Service_Orientation
35,30,2,51-4081.00,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",Service_Orientation
35,30,2,51-9111.00,Packaging and Filling Machine Operators and Tenders,Service_Orientation
35,30,1,51-9123.00,"Painting, Coating, and Decorating Workers",Service_Orientation
35,30,2,51-9196.00,"Paper Goods Machine Setters, Operators, and Tenders",Service_Orientation
35,30,2,53-7072.00,"Pump Operators, Except Wellhead Pumpers",Service_Orientation
35,30,2,49-3043.00,Rail Car Repairers,Service_Orientation
35,30,2,47-5043.00,"Roof Bolters, Mining",Service_Orientation
35,30,2,51-9012.00,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",Service_Orientation
35,29,2,51-7011.00,Cabinetmakers and Bench Carpenters,Service_Orientation
35,29,2,51-9021.00,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",Service_Orientation
35,29,2,45-2093.00,"Farmworkers, Farm, Ranch, and Aquacultural Animals",Service_Orientation
35,29,2,47-5081.00,Helpers--Extraction Workers,Service_Orientation
35,29,2,49-9098.00,"Helpers--Installation, Maintenance, and Repair Workers",Service_Orientation
35,29,2,51-9061.00,"Inspectors, Testers, Sorters, Samplers, and Weighers",Service_Orientation
35,29,2,47-2141.00,"Painters, Construction and Maintenance",Service_Orientation
35,29,2,47-2142.00,Paperhangers,Service_Orientation
35,29,3,51-9195.05,"Potters, Manufacturing",Service_Orientation
35,29,2,49-9045.00,"Refractory Materials Repairers, Except Brickmasons",Service_Orientation
35,29,2,51-4023.00,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic",Service_Orientation
35,29,2,53-6051.07,"Transportation Vehicle, Equipment and Systems Inspectors, Except Aviation",Service_Orientation
35,27,2,53-7061.00,Cleaners of Vehicles and Equipment,Service_Orientation
35,27,1,47-5011.00,"Derrick Operators, Oil and Gas",Service_Orientation
35,27,2,53-4011.00,Locomotive Engineers,Service_Orientation
35,27,2,53-7081.00,Refuse and Recyclable Material Collectors,Service_Orientation
35,27,2,47-2053.00,Terrazzo Workers and Finishers,Service_Orientation
35,25,2,47-3015.00,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",Service_Orientation
31,41,4,15-1251.00,Computer Programmers,Service_Orientation
31,34,2,51-2022.00,Electrical and Electronic Equipment Assemblers,Service_Orientation
31,32,3,49-2093.00,"Electrical and Electronics Installers and Repairers, Transportation Equipment",Service_Orientation
31,32,3,17-3024.00,Electro-Mechanical and Mechatronics Technologists and Technicians,Service_Orientation
31,32,2,47-4031.00,Fence Erectors,Service_Orientation
31,32,3,49-9041.00,Industrial Machinery Mechanics,Service_Orientation
31,32,2,47-2073.00,Operating Engineers and Other Construction Equipment Operators,Service_Orientation
31,32,2,51-2092.00,Team Assemblers,Service_Orientation
31,30,4,19-4021.00,Biological Technicians,Service_Orientation
31,30,2,47-2021.00,Brickmasons and Blockmasons,Service_Orientation
31,30,1,51-9031.00,"Cutters and Trimmers, Hand",Service_Orientation
31,30,2,51-9194.00,Etchers and Engravers,Service_Orientation
31,30,3,19-4013.00,Food Science Technicians,Service_Orientation
31,30,2,53-7071.00,Gas Compressor and Gas Pumping Station Operators,Service_Orientation
31,30,2,51-8092.00,Gas Plant Operators,Service_Orientation
31,30,2,51-9022.00,"Grinding and Polishing Workers, Hand",Service_Orientation
31,30,2,47-3012.00,Helpers--Carpenters,Service_Orientation
31,30,2,47-3013.00,Helpers--Electricians,Service_Orientation
31,30,3,29-2012.01,Histology Technicians,Service_Orientation
31,30,1,45-4022.00,Logging Equipment Operators,Service_Orientation
31,30,3,51-4041.00,Machinists,Service_Orientation
31,30,2,51-8093.00,"Petroleum Pump System Operators, Refinery Operators, and Gaugers",Service_Orientation
31,30,2,51-4193.00,"Plating Machine Setters, Operators, and Tenders, Metal and Plastic",Service_Orientation
31,30,5,15-2041.00,Statisticians,Service_Orientation
31,30,2,53-7121.00,"Tank Car, Truck, and Ship Loaders",Service_Orientation
31,30,3,49-9081.00,Wind Turbine Service Technicians,Service_Orientation
31,29,2,51-9191.00,Adhesive Bonding Machine Operators and Tenders,Service_Orientation
31,29,2,51-2031.00,Engine and Other Machine Assemblers,Service_Orientation
31,29,2,51-9195.00,"Molders, Shapers, and Casters, Except Metal and Plastic",Service_Orientation
31,29,2,47-2211.00,Sheet Metal Workers,Service_Orientation
31,27,1,45-3031.00,Fishing and Hunting Workers,Service_Orientation
31,27,2,47-4061.00,Rail-Track Laying and Maintenance Equipment Operators,Service_Orientation
31,25,2,51-4021.00,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",Service_Orientation
31,23,1,45-2091.00,Agricultural Equipment Operators,Service_Orientation
31,23,1,47-2051.00,Cement Masons and Concrete Finishers,Service_Orientation
31,23,2,51-9195.03,"Stone Cutters and Carvers, Manufacturing",Service_Orientation
28,37,2,51-5112.00,Printing Press Operators,Service_Orientation
28,32,2,27-2011.00,Actors,Service_Orientation
28,32,2,47-5044.00,"Loading and Moving Machine Operators, Underground Mining",Service_Orientation
28,30,3,49-3031.00,Bus and Truck Mechanics and Diesel Engine Specialists,Service_Orientation
28,30,2,51-6091.00,"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers",Service_Orientation
28,30,2,51-3092.00,Food Batchmakers,Service_Orientation
28,30,2,51-4022.00,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",Service_Orientation
28,30,2,51-4051.00,Metal-Refining Furnace Operators and Tenders,Service_Orientation
28,30,1,47-5051.00,"Rock Splitters, Quarry",Service_Orientation
28,30,3,49-9097.00,Signal and Track Switch Repairers,Service_Orientation
28,30,2,47-2082.00,Tapers,Service_Orientation
28,29,2,51-9192.00,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",Service_Orientation
28,29,2,51-9124.00,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",Service_Orientation
28,29,3,53-7021.00,Crane and Tower Operators,Service_Orientation
28,29,1,35-9021.00,Dishwashers,Service_Orientation
28,29,2,47-2132.00,"Insulation Workers, Mechanical",Service_Orientation
28,29,3,49-9043.00,"Maintenance Workers, Machinery",Service_Orientation
28,29,3,31-9094.00,Medical Transcriptionists,Service_Orientation
28,29,2,53-7064.00,"Packers and Packagers, Hand",Service_Orientation
28,29,2,51-9141.00,Semiconductor Processing Technicians,Service_Orientation
28,29,1,51-6051.00,"Sewers, Hand",Service_Orientation
28,29,3,51-8021.00,Stationary Engineers and Boiler Operators,Service_Orientation
28,29,2,51-2041.00,Structural Metal Fabricators and Fitters,Service_Orientation
28,29,2,51-4194.00,"Tool Grinders, Filers, and Sharpeners",Service_Orientation
28,27,2,47-2061.00,Construction Laborers,Service_Orientation
28,27,2,53-7031.00,Dredge Operators,Service_Orientation
28,27,2,51-4191.00,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",Service_Orientation
28,27,3,51-7032.00,"Patternmakers, Wood",Service_Orientation
28,27,1,47-5071.00,"Roustabouts, Oil and Gas",Service_Orientation
28,27,4,27-3042.00,Technical Writers,Service_Orientation
28,25,2,51-9051.00,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",Service_Orientation
28,25,2,51-4033.00,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",Service_Orientation
28,25,2,53-7051.00,Industrial Truck and Tractor Operators,Service_Orientation
28,25,2,51-9197.00,Tire Builders,Service_Orientation
28,23,2,51-4072.00,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",Service_Orientation
28,23,2,51-6063.00,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders",Service_Orientation
28,21,2,51-9198.00,Helpers--Production Workers,Service_Orientation
28,21,2,51-6042.00,Shoe Machine Operators and Tenders,Service_Orientation
28,21,2,51-4121.00,"Welders, Cutters, Solderers, and Brazers",Service_Orientation
28,18,1,45-4021.00,Fallers,Service_Orientation
25,30,2,51-3093.00,Food Cooking Machine Operators and Tenders,Service_Orientation
25,29,2,53-7062.00,"Laborers and Freight, Stock, and Material Movers, Hand",Service_Orientation
25,29,2,51-4192.00,"Layout Workers, Metal and Plastic",Service_Orientation
25,29,2,51-9023.00,"Mixing and Blending Machine Setters, Operators, and Tenders",Service_Orientation
25,29,2,51-6064.00,"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders",Service_Orientation
25,27,2,51-9162.00,Computer Numerically Controlled Tool Programmers,Service_Orientation
25,27,2,51-4032.00,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic",Service_Orientation
25,27,2,53-7063.00,Machine Feeders and Offbearers,Service_Orientation
25,27,2,47-2071.00,"Paving, Surfacing, and Tamping Equipment Operators",Service_Orientation
25,27,1,47-2151.00,Pipelayers,Service_Orientation
25,27,2,51-4052.00,"Pourers and Casters, Metal",Service_Orientation
25,25,2,51-9161.00,Computer Numerically Controlled Tool Operators,Service_Orientation
25,25,2,51-9032.00,"Cutting and Slicing Machine Setters, Operators, and Tenders",Service_Orientation
25,25,2,51-2023.00,Electromechanical Equipment Assemblers,Service_Orientation
25,25,2,51-9041.00,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",Service_Orientation
25,25,2,51-9195.04,"Glass Blowers, Molders, Benders, and Finishers",Service_Orientation
25,25,2,47-3011.00,"Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters",Service_Orientation
25,25,5,15-2021.00,Mathematicians,Service_Orientation
25,25,2,51-4035.00,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",Service_Orientation
25,25,3,51-4062.00,"Patternmakers, Metal and Plastic",Service_Orientation
25,25,2,47-2072.00,Pile Driver Operators,Service_Orientation
25,25,2,51-3023.00,Slaughterers and Meat Packers,Service_Orientation
25,25,2,51-6061.00,Textile Bleaching and Dyeing Machine Operators and Tenders,Service_Orientation
25,25,2,51-4122.00,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",Service_Orientation
25,23,2,47-2081.00,Drywall and Ceiling Tile Installers,Service_Orientation
25,23,2,51-4071.00,Foundry Mold and Coremakers,Service_Orientation
25,23,2,51-4034.00,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",Service_Orientation
25,23,2,47-2171.00,Reinforcing Iron and Rebar Workers,Service_Orientation
22,25,3,27-3092.00,Court Reporters and Simultaneous Captioners,Service_Orientation
22,23,2,51-4031.00,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",Service_Orientation
22,23,2,41-9012.00,Models,Service_Orientation
22,23,2,51-7041.00,"Sawing Machine Setters, Operators, and Tenders, Wood",Service_Orientation
22,23,2,51-6062.00,"Textile Cutting Machine Setters, Operators, and Tenders",Service_Orientation
22,21,2,51-2021.00,"Coil Winders, Tapers, and Finishers",Service_Orientation
22,21,1,51-6021.00,"Pressers, Textile, Garment, and Related Materials",Service_Orientation
22,20,2,51-7042.00,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",Service_Orientation
22,18,1,45-2041.00,"Graders and Sorters, Agricultural Products",Service_Orientation
22,18,2,53-7073.00,Wellhead Pumpers,Service_Orientation
19,21,1,51-6031.00,Sewing Machine Operators,Service_Orientation
19,14,3,51-4111.00,Tool and Die Makers,Service_Orientation
19,13,4,43-9081.00,Proofreaders and Copy Markers,Service_Orientation
13,9,3,51-4061.00,"Model Makers, Metal and Plastic",Service_Orientation
100,82,5,21-1014.00,Mental Health Counselors,Social_Perceptiveness
88,77,5,29-1223.00,Psychiatrists,Social_Perceptiveness
85,82,5,21-1013.00,Marriage and Family Therapists,Social_Perceptiveness
85,71,5,19-3033.00,Clinical and Counseling Psychologists,Social_Perceptiveness
81,73,5,21-1022.00,Healthcare Social Workers,Social_Perceptiveness
81,73,5,21-1023.00,Mental Health and Substance Abuse Social Workers,Social_Perceptiveness
81,70,5,29-1141.02,Advanced Practice Psychiatric Nurses,Social_Perceptiveness
81,70,5,29-1129.01,Art Therapists,Social_Perceptiveness
81,68,5,11-9032.00,"Education Administrators, Kindergarten through Secondary",Social_Perceptiveness
81,68,5,29-1214.00,Emergency Medicine Physicians,Social_Perceptiveness
81,64,4,29-1129.02,Music Therapists,Social_Perceptiveness
78,71,5,21-2011.00,Clergy,Social_Perceptiveness
78,71,5,21-1011.00,Substance Abuse and Behavioral Disorder Counselors,Social_Perceptiveness
78,70,5,19-3039.03,Clinical Neuropsychologists,Social_Perceptiveness
78,70,5,21-1012.00,"Educational, Guidance, and Career Counselors and Advisors",Social_Perceptiveness
78,70,5,29-1229.02,Hospitalists,Social_Perceptiveness
78,70,5,29-9099.01,Midwives,Social_Perceptiveness
78,70,5,19-3039.02,Neuropsychologists,Social_Perceptiveness
78,66,4,21-1021.00,"Child, Family, and School Social Workers",Social_Perceptiveness
78,66,5,29-1217.00,Neurologists,Social_Perceptiveness
78,63,3,39-4031.00,"Morticians, Undertakers, and Funeral Arrangers",Social_Perceptiveness
78,63,4,29-1141.00,Registered Nurses,Social_Perceptiveness
78,61,5,11-1011.00,Chief Executives,Social_Perceptiveness
78,61,4,21-1094.00,Community Health Workers,Social_Perceptiveness
78,61,3,29-2053.00,Psychiatric Technicians,Social_Perceptiveness
78,61,4,25-2056.00,"Special Education Teachers, Elementary School",Social_Perceptiveness
78,61,5,29-1127.00,Speech-Language Pathologists,Social_Perceptiveness
78,59,5,29-1161.00,Nurse Midwives,Social_Perceptiveness
78,57,4,25-2012.00,"Kindergarten Teachers, Except Special Education",Social_Perceptiveness
75,71,5,19-3034.00,School Psychologists,Social_Perceptiveness
75,70,5,29-1229.05,Preventive Medicine Physicians,Social_Perceptiveness
75,70,4,21-1015.00,Rehabilitation Counselors,Social_Perceptiveness
75,68,4,29-1141.01,Acute Care Nurses,Social_Perceptiveness
75,66,5,29-1299.01,Naturopathic Physicians,Social_Perceptiveness
75,66,5,29-1171.00,Nurse Practitioners,Social_Perceptiveness
75,66,4,11-9151.00,Social and Community Service Managers,Social_Perceptiveness
75,64,5,29-1181.00,Audiologists,Social_Perceptiveness
75,64,4,21-2021.00,"Directors, Religious Activities and Education",Social_Perceptiveness
75,64,5,29-1229.04,Physical Medicine and Rehabilitation Physicians,Social_Perceptiveness
75,63,4,21-1092.00,Probation Officers and Correctional Treatment Specialists,Social_Perceptiveness
75,61,5,29-1141.04,Clinical Nurse Specialists,Social_Perceptiveness
75,61,5,29-1031.00,Dietitians and Nutritionists,Social_Perceptiveness
75,61,3,29-2061.00,Licensed Practical and Licensed Vocational Nurses,Social_Perceptiveness
75,59,5,25-2059.01,Adapted Physical Education Specialists,Social_Perceptiveness
75,59,4,29-1141.03,Critical Care Nurses,Social_Perceptiveness
75,59,4,11-9161.00,Emergency Management Directors,Social_Perceptiveness
75,59,4,13-1041.03,Equal Opportunity Representatives and Officers,Social_Perceptiveness
75,59,4,11-2033.00,Fundraising Managers,Social_Perceptiveness
75,59,4,11-3121.00,Human Resources Managers,Social_Perceptiveness
75,59,5,29-1241.00,"Ophthalmologists, Except Pediatric",Social_Perceptiveness
75,59,5,29-1071.00,Physician Assistants,Social_Perceptiveness
75,59,4,27-3031.00,Public Relations Specialists,Social_Perceptiveness
75,59,5,29-1224.00,Radiologists,Social_Perceptiveness
75,59,4,29-1125.00,Recreational Therapists,Social_Perceptiveness
75,59,4,21-1093.00,Social and Human Service Assistants,Social_Perceptiveness
75,57,4,11-2011.00,Advertising and Promotions Managers,Social_Perceptiveness
75,57,4,27-2022.00,Coaches and Scouts,Social_Perceptiveness
75,57,4,25-2021.00,"Elementary School Teachers, Except Special Education",Social_Perceptiveness
75,57,3,33-1011.00,First-Line Supervisors of Correctional Officers,Social_Perceptiveness
75,57,2,33-1012.00,First-Line Supervisors of Police and Detectives,Social_Perceptiveness
75,57,5,29-1216.00,General Internal Medicine Physicians,Social_Perceptiveness
75,57,5,23-1023.00,"Judges, Magistrate Judges, and Magistrates",Social_Perceptiveness
75,57,4,11-9111.00,Medical and Health Services Managers,Social_Perceptiveness
75,57,5,29-1122.00,Occupational Therapists,Social_Perceptiveness
75,57,3,29-2099.08,Patient Representatives,Social_Perceptiveness
75,57,5,29-1221.00,"Pediatricians, General",Social_Perceptiveness
75,57,5,29-1123.00,Physical Therapists,Social_Perceptiveness
75,57,4,39-9032.00,Recreation Workers,Social_Perceptiveness
75,57,4,25-2057.00,"Special Education Teachers, Middle School",Social_Perceptiveness
75,57,4,13-1151.00,Training and Development Specialists,Social_Perceptiveness
75,55,3,43-1011.00,First-Line Supervisors of Office and Administrative Support Workers,Social_Perceptiveness
75,55,4,11-9081.00,Lodging Managers,Social_Perceptiveness
75,55,3,31-9092.00,Medical Assistants,Social_Perceptiveness
75,55,4,41-9031.00,Sales Engineers,Social_Perceptiveness
75,54,4,25-2032.00,"Career/Technical Education Teachers, Secondary School",Social_Perceptiveness
75,54,2,33-3012.00,Correctional Officers and Jailers,Social_Perceptiveness
75,54,4,11-3013.01,Security Managers,Social_Perceptiveness
75,50,2,11-9131.00,Postmasters and Mail Superintendents,Social_Perceptiveness
75,50,3,39-9041.00,Residential Advisors,Social_Perceptiveness
75,48,3,33-3011.00,Bailiffs,Social_Perceptiveness
75,43,2,39-6012.00,Concierges,Social_Perceptiveness
72,63,5,19-3041.00,Sociologists,Social_Perceptiveness
72,61,5,29-1229.06,Sports Medicine Physicians,Social_Perceptiveness
72,59,5,19-1041.00,Epidemiologists,Social_Perceptiveness
72,59,5,19-3032.00,Industrial-Organizational Psychologists,Social_Perceptiveness
72,59,5,29-1081.00,Podiatrists,Social_Perceptiveness
72,59,2,31-1133.00,Psychiatric Aides,Social_Perceptiveness
72,57,5,23-1021.00,"Administrative Law Judges, Adjudicators, and Hearing Officers",Social_Perceptiveness
72,57,5,29-1213.00,Dermatologists,Social_Perceptiveness
72,57,5,25-9021.00,Farm and Home Management Educators,Social_Perceptiveness
72,57,4,41-1012.00,First-Line Supervisors of Non-Retail Sales Workers,Social_Perceptiveness
72,57,5,29-9092.00,Genetic Counselors,Social_Perceptiveness
72,57,5,25-9031.00,Instructional Coordinators,Social_Perceptiveness
72,57,5,29-1122.01,"Low Vision Therapists, Orientation and Mobility Specialists, and Vision Rehabilitation Therapists",Social_Perceptiveness
72,57,4,13-1111.00,Management Analysts,Social_Perceptiveness
72,57,4,11-2021.00,Marketing Managers,Social_Perceptiveness
72,57,4,25-2022.00,"Middle School Teachers, Except Special and Career/Technical Education",Social_Perceptiveness
72,57,5,29-1218.00,Obstetricians and Gynecologists,Social_Perceptiveness
72,57,3,33-3051.00,Police and Sheriff's Patrol Officers,Social_Perceptiveness
72,57,2,43-5031.00,Public Safety Telecommunicators,Social_Perceptiveness
72,57,4,11-3061.00,Purchasing Managers,Social_Perceptiveness
72,57,4,11-2022.00,Sales Managers,Social_Perceptiveness
72,57,4,25-2031.00,"Secondary School Teachers, Except Special and Career/Technical Education",Social_Perceptiveness
72,57,3,11-9179.02,Spa Managers,Social_Perceptiveness
72,57,5,25-2051.00,"Special Education Teachers, Preschool",Social_Perceptiveness
72,57,4,25-2058.00,"Special Education Teachers, Secondary School",Social_Perceptiveness
72,55,4,25-2023.00,"Career/Technical Education Teachers, Middle School",Social_Perceptiveness
72,55,5,11-1011.03,Chief Sustainability Officers,Social_Perceptiveness
72,55,3,33-3021.00,Detectives and Criminal Investigators,Social_Perceptiveness
72,55,4,11-9031.00,"Education and Childcare Administrators, Preschool and Daycare",Social_Perceptiveness
72,55,5,29-1215.00,Family Medicine Physicians,Social_Perceptiveness
72,55,4,21-1091.00,Health Education Specialists,Social_Perceptiveness
72,55,5,29-1151.00,Nurse Anesthetists,Social_Perceptiveness
72,55,3,31-2011.00,Occupational Therapy Assistants,Social_Perceptiveness
72,55,5,29-1041.00,Optometrists,Social_Perceptiveness
72,55,5,29-1023.00,Orthodontists,Social_Perceptiveness
72,55,4,27-2012.00,Producers and Directors,Social_Perceptiveness
72,55,5,29-1229.03,Urologists,Social_Perceptiveness
72,54,3,35-1011.00,Chefs and Head Cooks,Social_Perceptiveness
72,54,5,29-1021.00,"Dentists, General",Social_Perceptiveness
72,54,3,11-9171.00,Funeral Home Managers,Social_Perceptiveness
72,54,4,13-1121.00,"Meeting, Convention, and Event Planners",Social_Perceptiveness
72,54,2,39-9011.01,Nannies,Social_Perceptiveness
72,54,4,41-4011.00,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",Social_Perceptiveness
72,54,4,27-2012.04,Talent Directors,Social_Perceptiveness
72,54,4,11-3131.00,Training and Development Managers,Social_Perceptiveness
72,52,4,41-3011.00,Advertising Sales Agents,Social_Perceptiveness
72,50,4,13-1011.00,"Agents and Business Managers of Artists, Performers, and Athletes",Social_Perceptiveness
72,48,3,33-3051.04,Customs and Border Protection Officers,Social_Perceptiveness
72,46,2,39-7012.00,Travel Guides,Social_Perceptiveness
72,45,2,31-1122.00,Personal Care Aides,Social_Perceptiveness
69,64,5,25-1066.00,"Psychology Teachers, Postsecondary",Social_Perceptiveness
69,59,5,29-1229.01,Allergists and Immunologists,Social_Perceptiveness
69,59,5,29-2091.00,Orthotists and Prosthetists,Social_Perceptiveness
69,57,5,29-9091.00,Athletic Trainers,Social_Perceptiveness
69,57,5,11-9033.00,"Education Administrators, Postsecondary",Social_Perceptiveness
69,57,2,11-9071.00,Gambling Managers,Social_Perceptiveness
69,57,4,11-1021.00,General and Operations Managers,Social_Perceptiveness
69,57,4,13-1075.00,Labor Relations Specialists,Social_Perceptiveness
69,57,5,23-1011.00,Lawyers,Social_Perceptiveness
69,57,5,25-1072.00,"Nursing Instructors and Teachers, Postsecondary",Social_Perceptiveness
69,57,5,29-1299.02,Orthoptists,Social_Perceptiveness
69,57,3,11-9199.09,Wind Energy Operations Managers,Social_Perceptiveness
69,55,5,29-1291.00,Acupuncturists,Social_Perceptiveness
69,55,5,29-1011.00,Chiropractors,Social_Perceptiveness
69,55,3,43-4061.00,"Eligibility Interviewers, Government Programs",Social_Perceptiveness
69,55,4,29-1128.00,Exercise Physiologists,Social_Perceptiveness
69,55,3,39-1022.00,First-Line Supervisors of Personal Service Workers,Social_Perceptiveness
69,55,3,51-1011.00,First-Line Supervisors of Production and Operating Workers,Social_Perceptiveness
69,55,4,27-2012.03,Media Programming Directors,Social_Perceptiveness
69,55,5,29-1022.00,Oral and Maxillofacial Surgeons,Social_Perceptiveness
69,55,5,25-1113.00,"Social Work Teachers, Postsecondary",Social_Perceptiveness
